demand_point_index,x_coordinate,y_coordinate,2010,2011,2012,2013,2014,2015,2016,2017,2018,base2018,2019,2020
27,27.5,0.5,0.455642949554137,0.7871370389229863,1.214728100081666,3.3334339727311773,5.30733622073864,7.4463155983756835,10.39005024794749,15.433554947053713,18.08708813824781,25.52056434526616,23.394154520636008,26.047687711830108
28,28.5,0.5,0.4549910593898287,0.9621778509226392,1.2582855083552655,4.36606823458633,6.763426260632807,7.613989974459965,10.279124201203576,15.021031094373482,16.623120442296564,24.504844880713293,19.827299138142727,21.42938848606581
29,29.5,0.5,0.5054563815592169,0.860671489387541,1.1114055166064465,3.977924680680769,6.910667049635902,9.431559396354825,12.283024985945325,15.228914213003703,19.0166283483394,21.12069266712046,26.59205661901079,30.379770754346488
30,30.5,0.5,0.5894597206086774,1.0390378835903114,1.4369959422150238,4.052949346720006,6.041893488718877,9.277403289142775,14.774308369332442,19.743713850072965,23.380574255442845,29.68252481155401,30.654295066182605,34.291155471552486
31,31.5,0.5,0.7219604947253848,1.5756542810882783,1.5782239917941143,4.4735233446111895,7.789671707175874,11.192594310101828,16.207555417056152,26.08575748309004,28.84659655262563,45.842161615157806,34.36827469169681,37.129113761232404
32,32.5,0.5,0.7508436293004999,1.660162486725819,1.7257321300938897,5.05187727688268,8.308519608055455,14.146222462505865,20.325701092408035,27.95845827992412,33.71383836943252,43.223972654956285,45.22459854844933,50.97997863795773
33,33.5,0.5,0.7479671178102063,1.6778497420643947,1.838951298344396,4.838693130272492,9.981258126747637,16.75167915253973,22.992152195538324,33.62214505113697,38.99151486721925,54.882130762334256,49.73025449938382,55.0996243154661
34,34.5,0.5,1.3255340394971489,2.3915302122531368,4.579464291372847,9.267150617474208,18.667669667281267,19.319580881690623,28.274828998648346,36.62995564627257,44.35957610917228,53.34020894152102,59.8188170349717,67.54843749787142
35,35.5,0.5,0.8618258272947705,1.5867584094983789,2.7439482350438023,5.93708203862608,13.508640487578464,17.77576930894763,30.40598766057943,33.1055940496973,46.0347872384287,38.504806827933045,71.8931736158915,84.82236680462289
36,36.5,0.5,0.8414963025024333,1.7299022297356732,2.9303354296677533,6.092178053306326,14.775249492207074,22.23028155241736,29.412045621870583,37.494593298150015,49.53452938939954,53.65968865070888,73.61440157189858,85.65433766314811
37,37.5,0.5,0.809080791318455,1.5480849926920948,2.7481405780125336,6.609089842744307,14.2110626310796,21.030342277923182,27.226223171400708,31.076019475477327,47.98200870480082,38.77561208363056,81.7939871634478,98.69997639277129
38,38.5,0.5,0.7739661529222679,1.6506232338626805,2.727968807688432,6.947742425257903,16.001120822956423,23.203020087030843,30.23996622025722,32.562785863549585,50.17141410083807,37.20842515013432,85.38867057541503,102.99729881270352
39,39.5,0.5,1.1556027785655771,2.1557792908654614,3.350680130488373,8.497388537214558,17.132832263982504,21.21446001290848,29.453039230667653,33.513335573852494,51.78221801340461,41.63392826022218,88.31998289250885,106.58886533206095
40,40.5,0.5,2.2395771074020248,3.8427035927578617,6.86328639874411,17.219117567136262,32.891224539781334,44.405551873500514,55.207153105535504,63.878497655411074,91.94666015914083,81.22118675516222,148.08298516660037,176.15114767033012
41,41.5,0.5,2.113545937312144,4.350575630669539,6.898328559548089,16.789911390093344,24.643373425097945,37.41129273684493,51.1970442638649,61.3972703407845,74.87789523325968,81.7977224946237,101.83914501821003,115.31976991068521
42,42.5,0.5,1.5163928778005715,2.845399469653833,5.067793785778393,10.088390042100626,24.64699156003606,33.394636711169746,43.412865225857566,48.41668619298418,64.12696590908816,58.42432812723741,95.54752534129611,111.25780505740008
43,43.5,0.5,0.843202916635426,1.4980625555681415,2.4106837087564963,5.689957175508719,14.437536594309073,20.48934283700108,26.904544422111098,40.47405965861434,46.34559152261922,67.61309013162082,58.088655250628996,63.96018711463388
44,44.5,0.5,0.5617315074109461,1.4808519799874449,2.015874654834889,6.475952292094266,9.933764565465866,15.789650159047628,21.01603709053997,31.664106775267868,35.59819878205629,52.96024614472366,43.466382795633145,47.40047480242157
45,45.5,0.5,0.4795746896097715,1.2229554824624609,2.4324207976463086,6.15742079267131,11.028736405296732,11.905372330887197,18.3113926967551,25.359434574358403,28.459596148943277,39.45551832956501,34.659919298113024,37.7600808726979
46,46.5,0.5,0.4534060908694817,1.1776979740912128,2.323124130271469,5.468101420225597,10.634171412985676,13.227554935645417,17.451188343915696,25.42671463312725,28.76617086788685,41.37776721155036,35.44508333740605,38.78453957216564
47,47.5,0.5,0.6629918881697381,1.5591680746290597,2.031443284519597,6.74492397613609,12.288798589614109,15.459975005558825,26.25901804648232,36.275373528475576,40.785805970513735,56.308084492462086,49.80667085459005,54.31710329662821
48,48.5,0.5,0.7264400212843865,1.5401351697861323,2.3705319280466357,6.174644173392989,14.687515464063692,20.52518472714373,27.790928023749043,46.67116784629578,44.32173148140596,84.43164749138926,39.622858751626325,37.273422386736506
49,49.5,0.5,0.7264095795004252,1.435175184578343,2.243169677953018,6.388029145260262,14.151255000242138,19.51125344550962,26.29706904412966,37.97917787588642,40.39513350383882,61.343395539399936,45.22704475974362,47.64300038769602
50,50.5,0.5,1.5968769122734363,3.2526082331536275,4.754353842752936,11.143181812891266,23.23683636059585,26.47001468370239,38.06937574442172,40.950228956305686,55.85269885026938,46.71193538007362,85.65763863819676,100.56010853216046
51,51.5,0.5,2.2430625835303224,3.859327604180088,5.79329862583458,15.936376371475532,25.885848937188225,38.25329200859349,47.73941918535797,49.72295545895626,90.68143011779053,53.690028006152836,172.59837943545907,213.55685409429333
52,52.5,0.5,3.3016128739479664,5.225219825695389,11.656577301039832,26.388581967140425,37.713028134929424,59.4105523295555,73.95283991583538,98.5275810340366,124.0568083887404,147.67706327043902,175.11526309814798,200.64449045285176
53,53.5,0.5,2.703967373831248,3.794767736144619,5.640609091389832,12.99888167001682,22.2669229374891,39.05595281695626,45.64294578460202,49.034864509309855,65.52426792739236,55.818701958725526,98.50307476355736,114.99247818163987
54,54.5,0.5,2.5554548588945525,4.45528933652508,7.155979568770566,16.095498539618706,28.23459116651123,44.197228092146645,53.83118965659207,69.61604021558034,82.4146975026878,101.18574133355688,108.01201207690272,120.81066936401018
55,55.5,0.5,1.248829020337185,3.4539644960981586,4.366567576634279,11.157763020488217,19.332016962130897,28.8439676420492,37.5122481898252,36.14505455913655,68.69883278496435,33.41066729775924,133.80638923661996,166.36016746244778
56,56.5,0.5,1.3511590061923884,3.057841148840581,4.677578712111624,13.173874609642434,23.048290256578284,35.75558015085829,43.311961775179725,49.64807217737113,80.4054219658082,62.32029298175393,141.92012154268235,172.67747133111942
57,57.5,0.5,0.6004914731661526,1.542728629624396,2.339364130970129,8.9408945391929,17.09117382859039,24.5635840637358,31.472332810190288,38.20190665186173,55.53590400209032,51.661054335204604,90.2038987025475,107.53789605277609
58,58.5,0.5,0.4652884641949799,1.0669441250916332,1.7997960177313657,6.280311810152638,13.693590940284992,19.640450853323323,25.748226854427376,30.315740136208976,43.25574036435929,39.450766699772174,69.13574082065992,82.07574104881023
59,59.5,0.5,0.5391870092044149,1.1051945533896648,1.947591737563604,5.406497453269018,13.972633323237426,19.04506879164352,27.894453229679936,29.46121282351313,44.82308365286251,32.59473201117952,75.54682531156126,90.90869614091065
60,60.5,0.5,0.8215184353869553,1.9090715233429716,3.46451114509539,6.901028860337056,13.304879000668338,16.11423887943287,21.8770014643331,31.064625314629435,38.205990247027856,49.439873015222105,52.4887201118247,59.63008504422312
61,61.5,0.5,0.55659940551099,0.9651578962943944,1.994729988604845,5.787149314371461,10.147510983254053,13.589077415965134,17.704529649830892,25.947593551318757,32.043842744015066,42.43372135429449,44.236341129407684,50.332590322104
62,62.5,0.5,0.4272348811211349,1.010191255793621,1.6613806839391214,4.712628176405198,10.643456054817868,13.643564144653851,18.963769324713848,25.337193133653944,34.20959646680068,38.08404075153413,51.95440313309416,60.826806466240896
63,63.5,0.5,0.4124687746348646,1.0667508466997595,1.4668293008694502,4.441850616098712,11.284333568982142,16.691635987534955,20.854941120425973,26.41092724546469,35.824425930397375,37.52289949554213,54.65142330026274,64.06492198519543
64,0.5,1.5,0.2984669336713455,0.5960613764733359,1.6284926960489858,4.24428395084492,6.809984473207292,7.572224427051104,10.214193452842668,13.68549786172717,16.199515055145824,20.62810667949617,21.227549441983133,23.74156663540179
65,1.5,1.5,0.270703896594704,0.5834095300768475,1.1029184682350823,2.3856375407073296,4.25109895904145,6.573512919118941,7.761605521811356,10.8653452290619,13.3498771376749,17.07282464356299,18.318940954900903,20.803472863513903
66,2.5,1.5,0.2858304843263101,0.5164627036421432,1.0826771374233728,2.357384187784517,4.17919933347939,6.570331202710172,8.558600445898927,11.089783833764209,13.92592108371209,16.15215060949477,19.598195583607854,22.434332833555736
67,3.5,1.5,0.3664584311609712,0.6096583207887245,1.043055489552465,2.5482265005904945,4.047111454229576,6.764784548054903,8.69508057164543,13.04922809163206,15.375054486043576,21.757523131605318,20.02670727486661,22.352533669278124
68,4.5,1.5,0.4028289818296795,0.7176295706167857,1.1170465521595552,2.6487355214261474,4.446341943564957,7.162778616836507,9.412148155000391,12.74394473900356,16.1706401362646,19.407537907009896,23.024030930786676,26.450726328047715
69,5.5,1.5,0.4024870692819904,0.735985881100381,1.23111571809805,2.6935105307883225,5.172755141012333,7.109611056069081,10.955539657919058,12.823775394415236,14.83986473893303,16.560246867407592,18.87204342796862,20.888132772486415
70,6.5,1.5,0.4924553497069232,0.8682105277925378,1.7361001966366232,4.324878092297786,5.247061028618997,9.418123421023727,13.520887317243222,15.966127634629544,22.09061421193529,20.856608269402187,34.33958736654678,40.464073943852526
71,7.5,1.5,0.5646583098545671,1.04045325624786,2.225521707152439,5.1552243438210406,8.080873595591854,12.164413225018624,17.11767109911657,22.209640448395263,30.88811615854634,32.393579146952646,48.24506757884849,56.92354328899957
72,8.5,1.5,0.7716744856394708,1.1540328903462789,2.666360075556498,5.940473396409976,11.078683261761718,16.732262327012414,19.90355346872474,23.282848682538823,29.83996578458518,30.041439110166987,42.954199988677885,49.51131709072425
73,9.5,1.5,0.4469319278026091,0.8160437770249777,1.7753352448886954,4.747265780862665,6.629127647552701,11.377436444703848,15.071282171543936,22.880654825966005,29.170354511794788,38.49940013481014,41.74975388345236,48.039453569281136
74,10.5,1.5,0.4834815207293592,0.8279188687282609,2.1335758420817736,5.7957298009662,9.891696232672697,13.770932368061205,20.457186150255723,30.196321503865686,33.52569275846464,49.67459221108561,40.18443526766256,43.51380652226152
75,11.5,1.5,0.4385545211568673,0.8808337506209419,2.4845642254337923,5.289402089645885,10.542685732186028,12.605527879602509,18.87593300605382,24.83275943749907,28.90841521966172,36.74641230038957,37.05972678398702,41.135382566149666
76,12.5,1.5,0.4613799959519991,1.019632335554379,1.8648648802810364,4.190924407524957,6.893806998902488,10.92682104708934,15.424064851519612,23.470513989418915,27.417583360645985,39.56341226521752,35.311722103100124,39.2587914743272
77,13.5,1.5,0.3809051268850693,0.8644095037605526,1.0856731752514874,3.5134266969233106,4.30183365135694,7.04806986490971,10.35831626027145,14.94993093277971,18.541658522688056,24.13316027779623,25.72511370250475,29.316841292413095
78,14.5,1.5,0.3984362596101763,0.8499704079310796,1.2908680976883418,3.751190736029173,4.745059521819681,7.3992240962239695,11.193262383633902,16.713343218675345,17.8290606271987,27.75350488875823,20.06049544424541,21.176212852768767
79,15.5,1.5,0.5108049759875222,1.0645089050198882,2.2068492869751024,5.082650097145759,8.849487852408677,10.385218045168806,13.763324946316729,18.81050217225549,24.701821617773877,28.90485662413301,36.484460508810656,42.37577995432904
80,16.5,1.5,0.6694549664203676,1.3134193957937894,3.208516854138401,5.996730602633283,11.491079919320576,14.274118995186331,21.0878842870184,25.06567941791553,31.160932240280257,33.02126967970979,43.351437885009716,49.446690707374444
81,17.5,1.5,0.5446809960999752,0.9709984423639604,2.2720948480279697,5.678692886102659,9.15930799689149,12.184825175097076,18.94899583577421,25.68077247420675,26.323768699092025,39.14432575107183,27.60976114886257,28.252757373747844
82,18.5,1.5,0.5255494940050092,1.0185094315110397,2.2355092876674565,5.324067565685643,9.32090380445803,11.895335133738572,16.326846900014942,25.93152969458164,24.72718843765233,45.14089528371504,22.31850592379371,21.114164666864397
83,19.5,1.5,0.3942555198742572,0.8173533867285321,1.598414326281454,5.343710783460263,7.0513899690249,10.544492806162244,13.190759424145584,21.692639635193128,23.039255203966484,38.696400057288216,25.732486341513194,27.07910191028655
84,20.5,1.5,0.4229640035836184,0.723039817267905,1.9528413028533669,5.581801621718234,7.744095544210923,10.128610788047895,14.101203017957348,20.298786217787747,22.604004986752923,32.693952617448545,27.214442524683275,29.51966129364845
85,21.5,1.5,0.4269829119743386,0.8510090710618169,1.7972299841621422,4.36433711536322,7.358483427403352,10.61055182308404,13.126825731355408,22.623126013731778,24.62955353009461,41.61572657848452,28.64240856282028,30.648836079183113
86,22.5,1.5,0.4424763868882366,0.8299343064848498,1.6859938101072007,3.9786589961276655,6.687564729843581,10.278264098528394,14.012552223601013,24.15222646419461,26.660848104594432,44.4315749453818,31.67809138539408,34.18671302579391
87,23.5,1.5,0.5561205331092998,0.9003060066728209,1.8852536774525717,5.181390318406755,7.872000663967801,13.049967222118118,18.969935816076323,26.74955706231985,32.34617956505166,42.30879955480691,43.53942457051529,49.1360470732471
88,24.5,1.5,0.5255680406177395,0.9450488089986524,2.057275172214904,5.188977292458793,8.825751517939109,12.53473930835938,18.26193168945035,26.894332290060213,32.64847267506007,44.15913349127994,44.156753445059785,49.91089383005964
89,25.5,1.5,0.4427763309516374,0.8538393436748134,1.587344951222455,4.044104776369933,6.2297122840277765,10.438936815317224,14.005403864528889,21.281017024727998,22.811884887637497,35.832243345126216,25.873620613456495,27.404488476365994
90,26.5,1.5,0.3984751404197443,0.8788345060599672,1.1918687822413498,3.845024279528929,6.672345365702476,8.49747879668881,12.922454636569634,17.214590561237994,21.15952675880751,25.798862410574714,29.04939915394654,32.99433535151606
91,27.5,1.5,0.4769759130502944,0.7980940040851502,1.2085902370508974,3.117939104928902,6.089535102359176,8.232909146913082,12.434922999414669,16.71734946851101,19.330882028708885,25.282202406703693,24.557947149104635,27.17147970930251
92,28.5,1.5,0.4717325403954478,0.8198808731776611,1.2143209795165444,3.1661052584987366,5.300862725112784,7.261315861784254,10.977378284653586,16.955202749097044,18.946897539450063,28.91085167798396,22.930287120156102,24.92198191050912
93,29.5,1.5,0.5157412536600726,0.9087267625997189,1.237183497508724,3.858515752147978,5.53906156117469,7.506995531735203,11.005217646718364,16.81512574556989,20.11162682330391,28.434941943272943,26.704628978771954,30.001130056505975
94,30.5,1.5,0.5141745561743868,0.9747635346247826,1.2273908363590216,3.882464061608352,6.8142660352123645,8.355195671578905,14.94598130380701,20.93156256285248,20.779682837014292,32.902725080943426,20.475923385337914,20.324043659499726
95,31.5,1.5,0.5521900480704004,1.3244139098834529,1.3897425106980208,3.7318811680514,6.976745582488208,9.139446489548003,17.155143956162426,24.774789116419317,28.825389555510345,40.0140794369331,36.9265904336924,40.977190872783424
96,32.5,1.5,0.4687043864694456,1.22328016766782,1.3948585042368584,4.157691352619349,7.059668565849339,11.08649761405398,15.963548895989284,22.58061114206636,24.89119707834997,35.81473563422051,29.512368950917185,31.822954887200794
97,33.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,34.5,1.5,0.8661732423694157,1.480413507829925,2.417947286580985,5.424825064802039,12.380974936668862,15.07159702680264,24.67790346164598,34.15381452595363,47.59681523612087,53.105636654568926,74.48281665645536,87.9258173666226
99,35.5,1.5,1.356063105393945,2.4980635307565686,4.7962713959778505,11.496857131733307,19.74404814415194,28.386921459807784,37.27133260851898,41.79341031980575,59.78012641906668,50.83756574237929,95.75355861758854,113.74027471684948
100,36.5,1.5,1.480487672812344,2.8950202283716107,5.732232408759746,14.83864733947194,25.553712322962365,36.61872297881546,44.76264972104176,51.72266058120059,76.27967511080261,65.64268230151825,125.39370417000666,149.95071869960867
101,37.5,1.5,1.057677261094396,2.252155781893537,4.235552947071413,10.119315665824171,20.231640843039088,27.01315822472961,33.15534486011791,34.15421263995069,64.20079671007963,36.151948199616264,124.29396485033749,154.34054892046643
102,38.5,1.5,1.3388774273367832,2.52376626749718,4.217090226196782,14.083299586825882,25.326188627810502,35.33891858787536,39.716144872971256,45.62975570648809,76.78872919907083,57.45697737352176,139.1066761842363,170.26564967681904
103,39.5,1.5,1.6801807280278895,2.813623655722689,4.652373494739684,13.695369886589637,20.47821240668895,27.49236249369655,32.98938094203845,37.48180794035243,67.29912093425594,46.466661936980394,126.93374692206297,156.75105991596647
104,40.5,1.5,2.393156241588697,4.151530903791492,5.775528978541903,24.599498785297463,37.02513899891866,50.40546556496003,75.2215034626729,73.10261725980409,120.69795177684098,68.86484485406648,215.88862081091474,263.48395532795166
105,41.5,1.5,2.203112403192525,2.936292876457315,4.5092968873106205,10.432025969682574,23.294962829942023,34.35500416308771,39.25429747083453,45.29033300436425,76.33602398595772,57.36240407142369,138.42740594914466,169.47309693073814
106,42.5,1.5,1.7006702576770858,3.053235045071603,5.8220553421620895,11.211001363585495,21.171278654124556,32.73580446843752,44.22053520556787,44.0172840491492,58.60902950796155,43.61078173631185,87.79252042558626,102.38426588439862
107,43.5,1.5,0.1209327790667877,0.2182843378504453,0.4358957397673904,1.2828469318035902,2.700043883103313,3.926453924569316,4.597611407084311,5.570522926889217,8.798902210636339,7.51634596649903,15.255660778130583,18.484040061877703
108,44.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,45.5,1.5,0.5990195985291957,1.3423313990495922,1.8031032611460789,5.281500700222666,11.71639035792916,17.586812593570198,25.951748595758904,34.595597267456355,41.50681890106648,51.88329461085126,55.32926216828673,62.24048380189686
110,46.5,1.5,0.5853134760148012,1.256853626170424,1.9270105350755835,5.582797205185192,8.947991410439407,14.951401050890588,22.347363503965624,30.555114495692493,36.77434322981575,46.97061647914623,49.21280069806226,55.432029432185516
111,47.5,1.5,0.5632027703290174,1.3898140601278552,2.7200285563677307,6.309190909699251,13.439770122727005,19.28641991432855,28.296273800419733,33.30987152880898,43.99276764540258,43.337066985587484,65.35855987858977,76.04145599518337
112,48.5,1.5,0.6570991093294368,1.4299703023566863,2.6483761916115904,6.051959434616443,13.814949394352512,18.568105644684557,26.315782804412432,34.66076918621233,42.545037098045206,51.35074194981212,58.313572921710964,66.19784083354384
113,49.5,1.5,0.8795423398604815,1.5018857040089857,2.713825034960968,5.941001507768907,13.934456162615367,18.38514690321812,28.531953421694418,29.79018712898618,40.27709401850868,32.30665454356971,61.25090779755367,71.73781468707617
114,50.5,1.5,1.1037387117207853,2.244449434254756,3.8044116468885374,8.422169426082665,19.199051391484065,27.11261698872929,29.11654903834252,35.08168009940626,47.95140355295855,47.01194222153375,73.69085046006313,86.56057391361543
115,51.5,1.5,1.7023611697563952,4.268178179394917,6.7058922454381165,14.861602873270725,27.852684631057105,37.83798541856734,51.47549356716139,61.42021410129259,80.66629875017118,81.30965516955501,119.15846804792835,138.40455269680695
116,52.5,1.5,2.6653904173666585,4.570317611836548,7.686595067185089,17.197903492209004,32.53297658091678,39.95798121170223,48.38338858203233,63.66100763497285,86.92346803522204,94.21624574085388,133.44838883572044,156.71084923596965
117,53.5,1.5,1.4467071780587848,2.900955871825732,3.8381928563793775,9.20231131593206,14.73324859479856,22.631702072420804,27.09143305350963,28.25526126681187,48.88434609804502,30.582917693416356,90.14251576051132,110.77160059174447
118,54.5,1.5,0.7443233971620965,1.4768377426512498,2.327632679243439,7.583990530710893,15.693118017872727,19.816389626982144,29.661013537143056,26.21351753165114,43.12313960508162,19.318525520667304,76.94238375194257,93.85200582537306
119,55.5,1.5,1.163550684127958,2.0695949358536048,4.053761210926754,11.126249527848993,15.536412774545466,25.041846700686573,33.14096865837059,32.8442275351978,58.00068739179717,32.25074528885223,108.31360710499591,133.47006696159528
120,56.5,1.5,0.9976261060056492,1.7713737490259394,3.202906863778628,8.682202408536947,15.84938125334323,26.33781953238124,33.71463693079739,38.977367528248266,54.76154582906803,49.50282872315002,86.32990243070755,102.11408073152731
121,57.5,1.5,0.7387427397464705,1.7705451062364956,2.8663050718113188,6.571843946310682,14.038308999774603,21.198507373913284,26.84274547983792,32.40308556284185,40.88789976186269,43.52376572884972,57.85752815990437,66.34234235892521
122,58.5,1.5,0.8819374441534448,2.3262450963874315,3.2965927603226577,8.218037094857806,14.2984627663545,20.26305626078089,25.43786351246461,30.354702329918045,37.30110183253706,40.18837996482492,51.19390083777508,58.14030034039409
123,59.5,1.5,0.7288483093940834,1.2140937272992038,2.195034163950967,5.062526923047247,12.65412319911839,19.950530020830836,23.04302338587088,33.168157483301776,41.16053506924831,53.418425678163565,57.14529024114138,65.13766782708791
124,60.5,1.5,0.167767735848047,0.3648769771313483,0.7083745563917692,1.5265937597256576,2.7749156727577557,3.5144161676024788,4.191715169405501,5.952044855691233,7.36745322224585,9.4727042282627,10.198269955355084,11.613678321909703
125,61.5,1.5,0.1326784545203094,0.2644625191416147,0.4846192970732463,1.0786206187638014,2.321590230048477,3.009161191187741,4.051305069201538,5.362573844773333,6.826865896761101,7.985111395916924,9.755450000736635,11.219742052724403
126,62.5,1.5,0.1457153125777286,0.3184521695791251,0.6164114801526833,1.1952291811491382,2.773404923337396,3.3446296188533378,4.928899448945482,6.13350157068282,8.242493530466817,8.542705814157497,12.46047745003481,14.569469409818808
127,63.5,1.5,0.6370221220592882,1.2028750812334312,2.366311849467933,5.869452419524309,11.817076345908186,19.531834585332717,23.53118786415077,23.582591363179848,34.08673871394031,23.685398361238004,55.095033415461245,65.5991807662217
